Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FT","Forestry Trade Flows","2","Afghanistan","68","France","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","37","","Official data"
"FT","Forestry Trade Flows","2","Afghanistan","165","Pakistan","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","3","Albania","11","Austria","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","29","","Official data"
"FT","Forestry Trade Flows","3","Albania","33","Canada","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","0","","Official data"
"FT","Forestry Trade Flows","3","Albania","68","France","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","13","","Official data"
"FT","Forestry Trade Flows","3","Albania","68","France","5922","Export Value","1640","Plywood","2017","2017","1000 US$","4","","Official data"
"FT","Forestry Trade Flows","3","Albania","68","France","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","452","","Official data"
"FT","Forestry Trade Flows","3","Albania","84","Greece","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","362","","Official data"
"FT","Forestry Trade Flows","3","Albania","84","Greece","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","32","","Official data"
"FT","Forestry Trade Flows","3","Albania","84","Greece","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","16","","Official data"
"FT","Forestry Trade Flows","3","Albania","106","Italy","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","3","Albania","106","Italy","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","120","","Official data"
"FT","Forestry Trade Flows","3","Albania","106","Italy","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","1536","","Official data"
"FT","Forestry Trade Flows","3","Albania","195","Senegal","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","5","","Official data"
"FT","Forestry Trade Flows","3","Albania","223","Turkey","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","5","","Official data"
"FT","Forestry Trade Flows","4","Algeria","223","Turkey","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","18","","Official data"
"FT","Forestry Trade Flows","7","Angola","4","Algeria","5922","Export Value","1640","Plywood","2017","2017","1000 US$","18","","Official data"
"FT","Forestry Trade Flows","7","Angola","255","Belgium","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","22","","Official data"
"FT","Forestry Trade Flows","7","Angola","255","Belgium","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","151","","Official data"
"FT","Forestry Trade Flows","7","Angola","351","China","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","19902","","Official data"
"FT","Forestry Trade Flows","7","Angola","351","China","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","4374","","Official data"
"FT","Forestry Trade Flows","7","Angola","351","China","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","2553","","Official data"
"FT","Forestry Trade Flows","7","Angola","351","China","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","257","","Official data"
"FT","Forestry Trade Flows","7","Angola","56","Dominican Republic","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","16","","Official data"
"FT","Forestry Trade Flows","7","Angola","68","France","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","56","","Official data"
"FT","Forestry Trade Flows","7","Angola","68","France","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","299","","Official data"
"FT","Forestry Trade Flows","7","Angola","84","Greece","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","139","","Official data"
"FT","Forestry Trade Flows","7","Angola","100","India","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","53","","Official data"
"FT","Forestry Trade Flows","7","Angola","106","Italy","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","335","","Official data"
"FT","Forestry Trade Flows","7","Angola","106","Italy","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","45","","Official data"
"FT","Forestry Trade Flows","7","Angola","106","Italy","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","132","","Official data"
"FT","Forestry Trade Flows","7","Angola","110","Japan","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","233","","Official data"
"FT","Forestry Trade Flows","7","Angola","121","Lebanon","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","14","","Official data"
"FT","Forestry Trade Flows","7","Angola","121","Lebanon","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","214","","Official data"
"FT","Forestry Trade Flows","7","Angola","131","Malaysia","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","7","Angola","137","Mauritius","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","68","","Official data"
"FT","Forestry Trade Flows","7","Angola","165","Pakistan","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","18","","Official data"
"FT","Forestry Trade Flows","7","Angola","171","Philippines","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","38","","Official data"
"FT","Forestry Trade Flows","7","Angola","174","Portugal","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","1325","","Official data"
"FT","Forestry Trade Flows","7","Angola","174","Portugal","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","163","","Official data"
"FT","Forestry Trade Flows","7","Angola","174","Portugal","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","647","","Official data"
"FT","Forestry Trade Flows","7","Angola","193","Sao Tome and Principe","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","1","","Official data"
"FT","Forestry Trade Flows","7","Angola","198","Slovenia","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","186","","Official data"
"FT","Forestry Trade Flows","7","Angola","202","South Africa","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","9","","Official data"
"FT","Forestry Trade Flows","7","Angola","202","South Africa","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","67","","Official data"
"FT","Forestry Trade Flows","7","Angola","202","South Africa","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","123","","Official data"
"FT","Forestry Trade Flows","7","Angola","203","Spain","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","45","","Official data"
"FT","Forestry Trade Flows","7","Angola","223","Turkey","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","861","","Official data"
"FT","Forestry Trade Flows","7","Angola","223","Turkey","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","88","","Official data"
"FT","Forestry Trade Flows","7","Angola","230","Ukraine","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","53","","Official data"
"FT","Forestry Trade Flows","7","Angola","237","Viet Nam","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","28","","Official data"
"FT","Forestry Trade Flows","7","Angola","237","Viet Nam","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","2347","","Official data"
"FT","Forestry Trade Flows","9","Argentina","19","Bolivia (Plurinational State of)","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","51","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","19","Bolivia (Plurinational State of)","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","77","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","21","Brazil","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","47","","Official data"
"FT","Forestry Trade Flows","9","Argentina","21","Brazil","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","1215","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","21","Brazil","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","178","","Official data"
"FT","Forestry Trade Flows","9","Argentina","21","Brazil","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","286","","Official data"
"FT","Forestry Trade Flows","9","Argentina","21","Brazil","5922","Export Value","1640","Plywood","2017","2017","1000 US$","9","","Official data"
"FT","Forestry Trade Flows","9","Argentina","33","Canada","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","408","","Official data"
"FT","Forestry Trade Flows","9","Argentina","33","Canada","5922","Export Value","1640","Plywood","2017","2017","1000 US$","49","","Official data"
"FT","Forestry Trade Flows","9","Argentina","40","Chile","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","15","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","40","Chile","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","2","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","351","China","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","955","","Official data"
"FT","Forestry Trade Flows","9","Argentina","351","China","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","607","","Official data"
"FT","Forestry Trade Flows","9","Argentina","351","China","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","16664","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","351","China","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","515","","Official data"
"FT","Forestry Trade Flows","9","Argentina","351","China","5922","Export Value","1640","Plywood","2017","2017","1000 US$","1228","","Official data"
"FT","Forestry Trade Flows","9","Argentina","44","Colombia","5922","Export Value","1640","Plywood","2017","2017","1000 US$","67","","Official data"
"FT","Forestry Trade Flows","9","Argentina","48","Costa Rica","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","26","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","56","Dominican Republic","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","1774","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","56","Dominican Republic","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","92","","Official data"
"FT","Forestry Trade Flows","9","Argentina","89","Guatemala","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","48","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","93","Haiti","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","39","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","106","Italy","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","168","","Official data"
"FT","Forestry Trade Flows","9","Argentina","106","Italy","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","63","","Official data"
"FT","Forestry Trade Flows","9","Argentina","110","Japan","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","111","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","138","Mexico","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","1735","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","150","Netherlands","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","9","Argentina","157","Nicaragua","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","16","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","166","Panama","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","54","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","169","Paraguay","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","9","","Official data"
"FT","Forestry Trade Flows","9","Argentina","169","Paraguay","5922","Export Value","1640","Plywood","2017","2017","1000 US$","70","","Official data"
"FT","Forestry Trade Flows","9","Argentina","169","Paraguay","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","426","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","171","Philippines","5922","Export Value","1640","Plywood","2017","2017","1000 US$","12","","Official data"
"FT","Forestry Trade Flows","9","Argentina","200","Singapore","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","23","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","202","South Africa","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","21","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","202","South Africa","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","50","","Official data"
"FT","Forestry Trade Flows","9","Argentina","203","Spain","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","37","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","210","Sweden","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","0","","Official data"
"FT","Forestry Trade Flows","9","Argentina","220","Trinidad and Tobago","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","57","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","229","United Kingdom of Great Britain and Northern Ireland","5922","Export Value","1640","Plywood","2017","2017","1000 US$","13","","Official data"
"FT","Forestry Trade Flows","9","Argentina","231","United States of America","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","4386","","Official data"
"FT","Forestry Trade Flows","9","Argentina","231","United States of America","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","31","","Official data"
"FT","Forestry Trade Flows","9","Argentina","231","United States of America","5922","Export Value","1640","Plywood","2017","2017","1000 US$","491","","Official data"
"FT","Forestry Trade Flows","9","Argentina","234","Uruguay","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","1","","Official data"
"FT","Forestry Trade Flows","9","Argentina","234","Uruguay","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","152","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","234","Uruguay","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","83","","Official data"
"FT","Forestry Trade Flows","9","Argentina","234","Uruguay","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","52","","Official data"
"FT","Forestry Trade Flows","9","Argentina","234","Uruguay","5922","Export Value","1640","Plywood","2017","2017","1000 US$","486","","Official data"
"FT","Forestry Trade Flows","9","Argentina","237","Viet Nam","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","4951","P","Provisional official data"
"FT","Forestry Trade Flows","9","Argentina","237","Viet Nam","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","382","","Official data"
"FT","Forestry Trade Flows","1","Armenia","11","Austria","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","64","","Official data"
"FT","Forestry Trade Flows","1","Armenia","167","Czechia","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","55","","Official data"
"FT","Forestry Trade Flows","1","Armenia","79","Germany","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","237","","Official data"
"FT","Forestry Trade Flows","1","Armenia","102","Iran (Islamic Republic of)","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","5","","Official data"
"FT","Forestry Trade Flows","1","Armenia","102","Iran (Islamic Republic of)","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","20","","Official data"
"FT","Forestry Trade Flows","1","Armenia","102","Iran (Islamic Republic of)","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","722","","Official data"
"FT","Forestry Trade Flows","1","Armenia","102","Iran (Islamic Republic of)","5922","Export Value","1640","Plywood","2017","2017","1000 US$","33","","Official data"
"FT","Forestry Trade Flows","1","Armenia","106","Italy","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","60","","Official data"
"FT","Forestry Trade Flows","1","Armenia","185","Russian Federation","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","15","","Official data"
"FT","Forestry Trade Flows","1","Armenia","198","Slovenia","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","26","","Official data"
"FT","Forestry Trade Flows","1","Armenia","231","United States of America","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","8","","Official data"
"FT","Forestry Trade Flows","10","Australia","16","Bangladesh","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","2462","","Official data"
"FT","Forestry Trade Flows","10","Australia","21","Brazil","5922","Export Value","1640","Plywood","2017","2017","1000 US$","15","","Official data"
"FT","Forestry Trade Flows","10","Australia","27","Bulgaria","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","682","","Official data"
"FT","Forestry Trade Flows","10","Australia","33","Canada","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","54","","Official data"
"FT","Forestry Trade Flows","10","Australia","33","Canada","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","43","","Official data"
"FT","Forestry Trade Flows","10","Australia","33","Canada","5922","Export Value","1640","Plywood","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","10","Australia","40","Chile","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","10","P","Provisional official data"
"FT","Forestry Trade Flows","10","Australia","40","Chile","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","27","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","390156","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","708","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","62654","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","560888","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","10933","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","10627","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","285","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1640","Plywood","2017","2017","1000 US$","475","","Official data"
"FT","Forestry Trade Flows","10","Australia","351","China","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","19264","","Official data"
"FT","Forestry Trade Flows","10","Australia","44","Colombia","5922","Export Value","1640","Plywood","2017","2017","1000 US$","206","","Official data"
"FT","Forestry Trade Flows","10","Australia","49","Cuba","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","34","","Official data"
"FT","Forestry Trade Flows","10","Australia","167","Czechia","5922","Export Value","1640","Plywood","2017","2017","1000 US$","7","","Official data"
"FT","Forestry Trade Flows","10","Australia","54","Denmark","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","10","Australia","54","Denmark","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","40","","Official data"
"FT","Forestry Trade Flows","10","Australia","59","Egypt","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","113","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","3","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","525","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","378","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","39","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1640","Plywood","2017","2017","1000 US$","71","","Official data"
"FT","Forestry Trade Flows","10","Australia","66","Fiji","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","67","","Official data"
"FT","Forestry Trade Flows","10","Australia","68","France","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","33","","Official data"
"FT","Forestry Trade Flows","10","Australia","68","France","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","12","P","Provisional official data"
"FT","Forestry Trade Flows","10","Australia","68","France","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","127","","Official data"
"FT","Forestry Trade Flows","10","Australia","68","France","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","2","","Official data"
"FT","Forestry Trade Flows","10","Australia","70","French Polynesia","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","76","","Official data"
"FT","Forestry Trade Flows","10","Australia","79","Germany","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","30","","Official data"
"FT","Forestry Trade Flows","10","Australia","79","Germany","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","14","","Official data"
"FT","Forestry Trade Flows","10","Australia","79","Germany","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","172","","Official data"
"FT","Forestry Trade Flows","10","Australia","79","Germany","5922","Export Value","1640","Plywood","2017","2017","1000 US$","0","","Official data"
"FT","Forestry Trade Flows","10","Australia","91","Guyana","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","69","","Official data"
"FT","Forestry Trade Flows","10","Australia","95","Honduras","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","89","P","Provisional official data"
"FT","Forestry Trade Flows","10","Australia","97","Hungary","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","9","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","471","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","757","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","3464","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","21","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1640","Plywood","2017","2017","1000 US$","231","","Official data"
"FT","Forestry Trade Flows","10","Australia","100","India","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","46273","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1657","Industrial roundwood, non-coniferous tropical (export/import)","2017","2017","1000 US$","39","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","3","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","1383","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","2074","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1640","Plywood","2017","2017","1000 US$","30","","Official data"
"FT","Forestry Trade Flows","10","Australia","101","Indonesia","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","1695","","Official data"
"FT","Forestry Trade Flows","10","Australia","102","Iran (Islamic Republic of)","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","168","","Official data"
"FT","Forestry Trade Flows","10","Australia","102","Iran (Islamic Republic of)","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","215","","Official data"
"FT","Forestry Trade Flows","10","Australia","105","Israel","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","12","","Official data"
"FT","Forestry Trade Flows","10","Australia","106","Italy","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","50","","Official data"
"FT","Forestry Trade Flows","10","Australia","106","Italy","5922","Export Value","1640","Plywood","2017","2017","1000 US$","1","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","143","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","119","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","332151","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","440","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","595","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","41","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1640","Plywood","2017","2017","1000 US$","62","","Official data"
"FT","Forestry Trade Flows","10","Australia","110","Japan","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","880","","Official data"
"FT","Forestry Trade Flows","10","Australia","118","Kuwait","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","505","","Official data"
"FT","Forestry Trade Flows","10","Australia","118","Kuwait","5922","Export Value","1640","Plywood","2017","2017","1000 US$","49","","Official data"
"FT","Forestry Trade Flows","10","Australia","121","Lebanon","5922","Export Value","1671","Newsprint","2017","2017","1000 US$","93","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1651","Industrial roundwood, coniferous (export/import)","2017","2017","1000 US$","4","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1670","Industrial roundwood, non-coniferous non-tropical (export/import)","2017","2017","1000 US$","437","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1619","Wood chips and particles","2017","2017","1000 US$","34","P","Provisional official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1632","Sawnwood, coniferous","2017","2017","1000 US$","5830","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1633","Sawnwood, non-coniferous all","2017","2017","1000 US$","8261","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1634","Veneer sheets","2017","2017","1000 US$","28267","","Official data"
"FT","Forestry Trade Flows","10","Australia","131","Malaysia","5922","Export Value","1640","Plywood","2017","2017","1000 US$","10","","Official data"
